Test_No,Start,Stop,DateNum_Start,Datenum_Stop,System_Error,SEID,Parameter,Max,Min,Mean,Std,Ppk
150929-2,9/29/2015 21:33,9/30/2015 2:03,736236.8981,736237.8981,EGR_UFM_LOFLOW_ERROR,7296,H_UFM_EGR_LoFlow_Cusum_Value,0,0,0,0,100
150930-1,9/30/2015 10:17,9/30/2015 18:06,736237.4291,736238.4291,EGR_UFM_LOFLOW_ERROR,7296,H_UFM_EGR_LoFlow_Cusum_Value,0,0,0,0,100
150930-2,9/30/2015 20:54,10/1/2015 2:25,736237.8715,736238.8715,EGR_UFM_LOFLOW_ERROR,7296,H_UFM_EGR_LoFlow_Cusum_Value,0,0,0,0,100
151001-1,10/1/2015 9:23,10/1/2015 18:04,736238.3915,736239.3915,EGR_UFM_LOFLOW_ERROR,7296,H_UFM_EGR_LoFlow_Cusum_Value,0,0,0,0,100
151001-2,10/1/2015 20:36,10/2/2015 6:12,736238.8588,736239.8588,EGR_UFM_LOFLOW_ERROR,7296,H_UFM_EGR_LoFlow_Cusum_Value,0,0,0,0,100
151002-1,10/2/2015 9:34,10/2/2015 16:50,736239.3993,736240.3993,EGR_UFM_LOFLOW_ERROR,7296,H_UFM_EGR_LoFlow_Cusum_Value,0,0,0,0,100
151006-2,10/6/2015 21:00,10/7/2015 5:48,736243.8753,736244.2421,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151007-1,10/7/2015 9:17,10/7/2015 18:41,736244.3872,736244.7785,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151007-2,10/7/2015 21:07,10/8/2015 5:41,736244.8802,736245.2368,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151008-1,10/8/2015 9:02,10/8/2015 20:29,736245.3766,736245.8538,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151008-2,10/8/2015 21:37,10/9/2015 9:20,736245.9013,736246.389,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151009-1,10/9/2015 9:20,10/9/2015 18:42,736246.3891,736246.7798,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151009-2,10/9/2015 20:44,10/10/2015 4:30,736246.8642,736247.1877,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151010-1,10/10/2015 8:27,10/10/2015 14:36,736247.3525,736247.6088,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151012-2,10/12/2015 20:29,10/13/2015 4:01,736249.8536,736250.168,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151013-1,10/13/2015 9:21,10/13/2015 16:57,736250.3901,736250.7066,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151102-2,11/2/2015 22:10,11/3/2015 8:59,736270.924,736271.3749,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151103-1,11/3/2015 9:48,11/3/2015 21:17,736271.4084,736271.8871,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151103-2,11/3/2015 21:47,11/4/2015 6:38,736271.9081,736272.2769,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151104-1,11/4/2015 9:38,11/4/2015 18:50,736272.4017,736272.7853,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151104-2,11/4/2015 22:18,11/5/2015 7:03,736272.9292,736273.2943,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151105-1,11/5/2015 10:04,11/5/2015 19:48,736273.4195,736273.8256,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151105-2,11/5/2015 22:23,11/6/2015 7:02,736273.9328,736274.2937,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151106-1,11/6/2015 9:50,11/6/2015 19:27,736274.4102,736274.811,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151106-2,11/6/2015 22:36,11/7/2015 8:10,736274.942,736275.3405,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151107-1,11/7/2015 9:47,11/7/2015 19:33,736275.4079,736275.8146,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151109-2,11/9/2015 21:57,11/10/2015 9:28,736277.9148,736278.3949,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151110-1,11/10/2015 9:41,11/10/2015 19:05,736278.404,736278.7958,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151110-2,11/10/2015 21:55,11/11/2015 6:47,736278.9132,736279.2828,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151111-1,11/11/2015 9:49,11/11/2015 19:11,736279.4095,736279.7999,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151111-2,11/11/2015 22:02,11/12/2015 6:17,736279.9181,736280.2619,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151112-1,11/12/2015 10:49,11/12/2015 20:58,736280.4508,736280.8741,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151112-2,11/12/2015 21:02,11/13/2015 4:59,736280.8767,736281.2081,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
151113-1,11/13/2015 10:30,11/13/2015 18:06,736281.4376,736281.7542,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150325-2,3/25/2015 21:05,3/26/2015 3:52,736048.8789,736049.1612,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150326-1,3/26/2015 8:50,3/26/2015 15:48,736049.3682,736049.659,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150326-2,3/26/2015 21:44,3/27/2015 3:49,736049.9062,736050.1595,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150327-1,3/27/2015 16:55,3/27/2015 19:03,736050.7049,736050.7944,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150327-2,3/27/2015 22:23,3/28/2015 7:36,736050.9333,736051.3167,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150328-1,3/28/2015 10:12,3/28/2015 16:19,736051.4252,736051.6803,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150330-2,3/30/2015 20:17,3/31/2015 6:20,736053.8453,736054.2641,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150331-1,3/31/2015 12:23,3/31/2015 18:30,736054.5166,736054.771,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150331-2,3/31/2015 20:55,4/1/2015 6:13,736054.8722,736055.2591,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150401-1,4/1/2015 8:36,4/1/2015 15:52,736055.3587,736055.6615,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150401-2,4/1/2015 21:42,4/2/2015 6:59,736055.9048,736056.2916,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150402-1,4/2/2015 10:19,4/2/2015 18:57,736056.4302,736056.7899,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150402-2,4/2/2015 21:20,4/3/2015 5:18,736056.8895,736057.2212,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150403-1,4/3/2015 9:40,4/3/2015 17:48,736057.4034,736057.7423,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150407-2,4/7/2015 20:21,4/8/2015 0:55,736061.8479,736062.0387,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150408-2,4/8/2015 22:54,4/9/2015 6:59,736062.9547,736063.2915,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150409-1,4/9/2015 13:14,4/9/2015 19:07,736063.5519,736063.7968,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150409-2,4/9/2015 20:30,4/10/2015 5:34,736063.8545,736064.2325,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150410-1,4/10/2015 8:42,4/10/2015 18:54,736064.3626,736064.7875,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150410-2,4/10/2015 20:34,4/11/2015 5:33,736064.8574,736065.2313,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150411-1,4/11/2015 8:54,4/11/2015 15:46,736065.3711,736065.6572,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150413-2,4/13/2015 21:38,4/14/2015 3:29,736067.9015,736068.1455,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150415-2,4/15/2015 21:02,4/16/2015 2:54,736069.8766,736070.1213,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150416-1,4/16/2015 9:46,4/16/2015 18:21,736070.4074,736070.7646,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150416-2,4/16/2015 21:27,4/17/2015 4:23,736070.8942,736071.1831,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150417-1,4/17/2015 10:53,4/17/2015 18:12,736071.4539,736071.7585,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150417-2,4/17/2015 21:01,4/18/2015 7:07,736071.8761,736072.2968,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150418-1,4/18/2015 6:43,4/18/2015 9:47,736072.2803,736072.4078,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150420-2,4/20/2015 20:42,4/21/2015 6:27,736074.863,736075.2693,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150526-1,5/26/2015 19:28,5/26/2015 20:14,736110.8112,736110.8431,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150603-2,6/3/2015 22:33,6/4/2015 5:36,736118.9397,736119.2336,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150604-1,6/4/2015 13:01,6/4/2015 18:05,736119.5425,736119.7539,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150604-2,6/4/2015 21:49,6/5/2015 7:13,736119.9097,736120.3007,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150605-1,6/5/2015 9:51,6/5/2015 17:00,736120.4107,736120.7085,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150605-2,6/5/2015 20:14,6/5/2015 23:01,736120.8431,736120.9591,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150624-2,6/24/2015 20:22,6/25/2015 7:49,736139.8491,736140.3258,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150625-2,6/25/2015 21:07,6/26/2015 7:46,736140.8805,736141.324,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150627-1,6/27/2015 12:54,6/27/2015 21:43,736142.538,736142.9049,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150629-2,6/29/2015 20:48,6/30/2015 1:59,736144.8669,736145.0828,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150630-2,6/30/2015 21:15,7/1/2015 6:30,736145.8861,736146.2714,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150701-2,7/1/2015 21:50,7/2/2015 8:16,736146.9103,736147.3448,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150702-1,7/2/2015 9:08,7/2/2015 19:30,736147.3809,736147.8128,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150702-2,7/2/2015 20:57,7/3/2015 7:57,736147.8734,736148.3317,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150703-1,7/3/2015 18:52,7/3/2015 22:32,736148.7864,736148.9391,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150706-2,7/6/2015 20:02,7/7/2015 5:33,736151.8348,736152.2313,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150707-1,7/7/2015 8:44,7/7/2015 19:01,736152.3646,736152.7928,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150707-2,7/7/2015 21:03,7/8/2015 8:12,736152.8775,736153.3418,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150708-1,7/8/2015 10:32,7/8/2015 18:57,736153.4391,736153.79,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150708-2,7/8/2015 21:19,7/9/2015 3:57,736153.8883,736154.1648,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150709-1,7/9/2015 9:52,7/9/2015 19:27,736154.4115,736154.8104,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150709-2,7/9/2015 21:09,7/10/2015 6:50,736154.8817,736155.2848,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150710-1,7/10/2015 8:53,7/10/2015 18:22,736155.3704,736155.7656,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150710-2,7/10/2015 21:07,7/11/2015 4:17,736155.8801,736156.1786,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150711-1,7/11/2015 11:01,7/11/2015 17:40,736156.4595,736156.7364,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150713-2,7/13/2015 20:39,7/14/2015 6:36,736158.8608,736159.2751,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150715-2,7/15/2015 21:02,7/16/2015 8:13,736160.8766,736161.3426,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150716-1,7/16/2015 10:44,7/16/2015 17:53,736161.4475,736161.7455,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150716-2,7/16/2015 21:36,7/17/2015 7:22,736161.9004,736162.3072,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150717-1,7/17/2015 9:27,7/17/2015 18:49,736162.3938,736162.7845,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150717-2,7/17/2015 21:04,7/18/2015 2:55,736162.8781,736163.1219,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150721-1,7/21/2015 16:17,7/21/2015 17:33,736166.6791,736166.7314,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150722-2,7/22/2015 20:42,7/22/2015 21:34,736167.8628,736167.8992,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150728-2,7/29/2015 0:01,7/29/2015 8:47,736174.0009,736174.3665,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150729-1,7/29/2015 9:16,7/29/2015 18:04,736174.3862,736174.7531,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150729-2,7/30/2015 0:50,7/30/2015 8:40,736175.0349,736175.3618,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150730-1,7/30/2015 9:46,7/30/2015 18:57,736175.4074,736175.7898,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150730-2,7/30/2015 21:08,7/31/2015 7:31,736175.881,736176.3133,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150731-1,7/31/2015 9:54,7/31/2015 15:17,736176.4126,736176.6372,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150731-2,7/31/2015 21:26,8/1/2015 8:19,736176.8931,736177.3467,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150801-1,8/1/2015 13:15,8/1/2015 18:44,736177.5525,736177.7809,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150803-2,8/3/2015 20:30,8/4/2015 5:23,736179.8544,736180.2247,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150804-1,8/4/2015 8:33,8/4/2015 11:53,736180.3565,736180.4956,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150804-2,8/4/2015 21:05,8/5/2015 7:20,736180.8791,736181.3061,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150805-1,8/5/2015 9:46,8/5/2015 18:19,736181.4076,736181.7634,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150805-2,8/5/2015 20:30,8/6/2015 7:58,736181.8544,736182.3326,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150806-1,8/6/2015 9:43,8/6/2015 17:57,736182.4055,736182.7481,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150806-2,8/6/2015 20:38,8/7/2015 7:27,736182.8602,736183.3107,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150807-1,8/7/2015 10:20,8/7/2015 17:52,736183.431,736183.7451,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150812-2,8/12/2015 21:22,8/13/2015 8:47,736188.8908,736189.3666,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150813-1,8/13/2015 9:33,8/13/2015 18:16,736189.398,736189.7617,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150814-2,8/14/2015 20:44,8/15/2015 7:41,736190.8643,736191.3202,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150815-1,8/15/2015 12:23,8/15/2015 18:04,736191.5166,736191.7529,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150819-2,8/19/2015 20:57,8/20/2015 6:34,736195.8736,736196.2743,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150820-1,8/20/2015 12:06,8/20/2015 19:38,736196.5046,736196.8185,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150820-2,8/21/2015 0:46,8/21/2015 4:06,736197.0323,736197.1709,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150821-1,8/21/2015 12:14,8/21/2015 18:43,736197.5103,736197.7801,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150822-1,8/22/2015 12:40,8/22/2015 19:36,736198.5279,736198.8167,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150825-2,8/25/2015 21:06,8/26/2015 4:05,736201.8798,736202.1701,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150826-1,8/26/2015 11:31,8/26/2015 19:51,736202.4804,736202.8277,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150826-2,8/26/2015 21:02,8/27/2015 5:14,736202.8767,736203.2184,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150827-1,8/27/2015 11:39,8/27/2015 20:06,736203.4854,736203.8379,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150827-2,8/27/2015 20:52,8/28/2015 4:34,736203.8696,736204.1907,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150828-1,8/28/2015 11:24,8/28/2015 19:52,736204.4756,736204.8279,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150901-1a,9/1/2015 15:23,9/1/2015 16:20,736208.6411,736209.6411,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150901-1b,9/1/2015 19:24,9/1/2015 20:21,736208.8086,736209.8086,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150904-2,9/4/2015 21:25,9/5/2015 5:48,736211.8927,736212.8927,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150905-1,9/5/2015 6:21,9/5/2015 17:18,736212.2648,736213.2648,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150909-2,9/9/2015 21:29,9/10/2015 7:01,736216.8958,736217.8958,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150910-1,9/10/2015 9:30,9/10/2015 19:26,736217.3959,736218.3959,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150910-2,9/10/2015 21:24,9/11/2015 7:33,736217.8919,736218.8919,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150911-1,9/11/2015 11:06,9/11/2015 17:31,736218.4628,736219.4628,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150911-2,9/11/2015 20:09,9/12/2015 7:33,736218.8403,736219.8403,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150912-1,9/12/2015 9:27,9/12/2015 14:17,736219.3942,736220.3942,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150915-1,9/15/2015 10:45,9/15/2015 18:38,736222.448,736223.448,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150915-2,9/15/2015 20:38,9/16/2015 3:44,736222.86,736223.86,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150916-1,9/16/2015 10:35,9/16/2015 18:30,736223.4411,736224.4411,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150916-2,9/16/2015 20:54,9/17/2015 3:49,736223.871,736224.871,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150917-1,9/17/2015 11:04,9/17/2015 17:57,736224.4618,736225.4618,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150917-2,9/17/2015 20:50,9/18/2015 3:46,736224.8683,736225.8683,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150918-1,9/18/2015 12:32,9/18/2015 19:38,736225.5228,736226.5228,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
150918-2,9/18/2015 20:56,9/19/2015 3:36,736225.8726,736226.8726,MCF_UFM_HIFLOW_ERROR,7293,H_UFM_Charge_HiFlow_Cusum_Value,0,0,0,0,100
